EmployeeCode,NoOfDays,StartDate,EndDate,LeaveTypeCode,LeaveTypeName
186445,1.0,2025-01-16,2025-01-16,1.0,Annual Leave
186445,1.0,2024-12-24,2024-12-24,1.0,Annual Leave
186446,1.0,2024-12-23,2024-12-23,1.0,Annual Leave
186446,1.0,2024-12-26,2024-12-26,16.0,Unauthorized leave 
186446,1.0,2024-12-24,2024-12-24,16.0,Unauthorized leave 
186447,,,,,
186448,,,,,
186449,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
186450,,,,,
186451,,,,,
186452,,,,,
186453,1.0,2024-12-24,2024-12-24,1.0,Annual Leave
186454,,,,,
186455,1.0,2024-12-24,2024-12-24,13.0,No Pay Leave
186455,1.0,2025-01-16,2025-01-16,1.0,Annual Leave
186456,,,,,
186457,,,,,
186458,,,,,
186459,1.0,2024-12-24,2024-12-24,1.0,Annual Leave
186459,1.0,2024-12-27,2024-12-27,1.0,Annual Leave
186459,1.0,2024-12-26,2024-12-26,1.0,Annual Leave
186459,1.0,2024-12-23,2024-12-23,1.0,Annual Leave
186460,,,,,
186461,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
186462,,,,,
186463,,,,,
186464,,,,,
186465,,,,,
186466,,,,,
186468,,,,,
186471,,,,,
186472,,,,,
186473,,,,,
186474,,,,,
186475,,,,,
186476,1.0,2025-01-17,2025-01-17,1.0,Annual Leave
186477,,,,,
186478,1.0,2024-12-23,2024-12-23,1.0,Annual Leave
186479,,,,,
186480,,,,,
186481,,,,,
186482,,,,,
186483,,,,,
186484,,,,,
186485,,,,,
186486,,,,,
186487,,,,,
186488,,,,,
186489,1.0,2024-12-30,2024-12-30,16.0,Unauthorized leave 
186489,1.0,2025-01-01,2025-01-01,16.0,Unauthorized leave 
186490,,,,,
186491,,,,,
186492,,,,,
186493,,,,,
186494,,,,,
186495,,,,,
186496,1.0,2025-01-06,2025-01-06,16.0,Unauthorized leave 
186496,1.0,2025-01-07,2025-01-07,16.0,Unauthorized leave 
186496,1.0,2025-01-08,2025-01-08,16.0,Unauthorized leave 
186496,1.0,2025-01-09,2025-01-09,16.0,Unauthorized leave 
186497,,,,,
186498,,,,,
186499,1.0,2025-01-20,2025-01-20,1.0,Annual Leave
186500,,,,,
186501,,,,,
186502,,,,,
186503,,,,,
186504,1.0,2025-01-06,2025-01-06,1.0,Annual Leave
186505,,,,,
186506,,,,,
186507,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
186508,,,,,
186509,,,,,
186511,,,,,
186512,,,,,
186513,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
186514,,,,,
186515,,,,,
186517,,,,,
186518,,,,,
186519,,,,,
186520,,,,,
186521,1.0,2025-01-20,2025-01-20,16.0,Unauthorized leave 
186521,1.0,2025-01-01,2025-01-01,16.0,Unauthorized leave 
186522,84.0,2024-12-08,2025-03-24,5.0,Maternity Leave
186525,,,,,
186526,84.0,2024-12-02,2025-03-17,5.0,Maternity Leave
186527,,,,,
186528,,,,,
186530,1.0,2024-12-26,2024-12-26,1.0,Annual Leave
186530,0.5,2025-01-02,2025-01-02,1.0,Annual Leave
186530,3.0,2025-01-16,2025-01-20,1.0,Annual Leave
186530,0.5,2025-01-09,2025-01-09,1.0,Annual Leave
186530,0.5,2025-01-07,2025-01-07,1.0,Annual Leave
186530,0.5,2025-01-08,2025-01-08,1.0,Annual Leave
186530,0.5,2025-01-15,2025-01-15,1.0,Annual Leave
186530,0.5,2025-01-10,2025-01-10,1.0,Annual Leave
186531,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
186531,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
186531,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
186533,1.0,2025-01-08,2025-01-08,16.0,Unauthorized leave 
186534,,,,,
186535,,,,,
186536,,,,,
186538,,,,,
186539,,,,,
186540,1.0,2025-01-20,2025-01-20,1.0,Annual Leave
186541,,,,,
186542,0.5,2025-01-03,2025-01-03,1.0,Annual Leave
186542,1.0,2024-12-30,2024-12-30,16.0,Unauthorized leave 
186543,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
186544,,,,,
186545,,,,,
186546,,,,,
186547,,,,,
186548,,,,,
186549,,,,,
186551,,,,,
186552,1.0,2024-12-27,2024-12-27,13.0,No Pay Leave
186553,,,,,
186554,,,,,
186555,,,,,
186557,1.0,2025-01-06,2025-01-06,1.0,Annual Leave
186557,1.0,2024-12-23,2024-12-23,16.0,Unauthorized leave 
186557,1.0,2025-01-16,2025-01-16,16.0,Unauthorized leave 
186557,1.0,2025-01-15,2025-01-15,16.0,Unauthorized leave 
186558,,,,,
186560,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
186561,,,,,
186562,,,,,
186564,,,,,
186566,,,,,
186567,,,,,
186568,1.0,2025-01-07,2025-01-07,16.0,Unauthorized leave 
186568,1.0,2025-01-06,2025-01-06,16.0,Unauthorized leave 
186568,1.0,2024-12-24,2024-12-24,13.0,No Pay Leave
186568,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
186568,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
186568,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
186571,,,,,
186572,1.0,2025-01-01,2025-01-01,16.0,Unauthorized leave 
186574,,,,,
186575,,,,,
186576,,,,,
186577,,,,,
186579,,,,,
186580,,,,,
186581,,,,,
186583,1.0,2025-01-06,2025-01-06,16.0,Unauthorized leave 
186584,,,,,
186586,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
186586,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
186586,1.0,2025-01-07,2025-01-07,1.0,Annual Leave
186586,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
186586,1.0,2025-01-20,2025-01-20,16.0,Unauthorized leave 
186586,1.0,2025-01-16,2025-01-16,16.0,Unauthorized leave 
186586,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
186586,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
186586,1.0,2025-01-01,2025-01-01,1.0,Annual Leave
186586,1.0,2025-01-06,2025-01-06,1.0,Annual Leave
186586,1.0,2024-12-31,2024-12-31,1.0,Annual Leave
186586,1.0,2024-12-30,2024-12-30,1.0,Annual Leave
186586,1.0,2025-01-17,2025-01-17,16.0,Unauthorized leave 
186587,,,,,
186588,,,,,
186589,,,,,
186590,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
186592,,,,,
186593,,,,,
186594,,,,,
186595,,,,,
186597,,,,,
186598,,,,,
186599,1.0,2024-12-30,2024-12-30,13.0,No Pay Leave
186600,1.0,2024-12-27,2024-12-27,13.0,No Pay Leave
186600,1.0,2024-12-26,2024-12-26,13.0,No Pay Leave
186600,1.0,2024-12-24,2024-12-24,13.0,No Pay Leave
186600,1.0,2024-12-23,2024-12-23,13.0,No Pay Leave
186601,1.0,2024-12-23,2024-12-23,16.0,Unauthorized leave 
186602,,,,,
186603,,,,,
186605,,,,,
186607,,,,,
186608,,,,,
186609,,,,,
186610,,,,,
186612,,,,,
186613,,,,,
186614,,,,,
186615,,,,,
186616,,,,,
186617,,,,,
186618,,,,,
186619,,,,,
186620,,,,,
186621,1.0,2024-12-30,2024-12-30,16.0,Unauthorized leave 
186622,,,,,
186623,2.0,2024-12-21,2024-12-24,11.0,Communicable Disease Leave
186624,,,,,
186625,,,,,
186626,,,,,
186627,,,,,
186628,,,,,
186630,1.0,2024-12-30,2024-12-30,16.0,Unauthorized leave 
186631,,,,,
186632,,,,,
186633,1.0,2024-12-27,2024-12-27,1.0,Annual Leave
186633,1.0,2024-12-26,2024-12-26,1.0,Annual Leave
186633,1.0,2024-12-24,2024-12-24,1.0,Annual Leave
186634,1.0,2025-01-15,2025-01-15,16.0,Unauthorized leave 
186635,1.0,2025-01-15,2025-01-15,16.0,Unauthorized leave 
186636,,,,,
186637,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
186638,,,,,
186639,,,,,
186640,,,,,
186641,,,,,
186642,,,,,
186643,1.0,2024-12-26,2024-12-26,13.0,No Pay Leave
186644,,,,,
186645,1.0,2024-12-23,2024-12-23,1.0,Annual Leave
186647,,,,,
186648,,,,,
186649,,,,,
186651,,,,,
186652,,,,,
186653,,,,,
186654,,,,,
186655,1.0,2025-01-07,2025-01-07,16.0,Unauthorized leave 
186655,1.0,2025-01-06,2025-01-06,16.0,Unauthorized leave 
186656,,,,,
186657,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
186658,,,,,
186659,,,,,
186660,1.0,2024-12-31,2024-12-31,16.0,Unauthorized leave 
186661,,,,,
186662,,,,,
186663,1.0,2025-01-20,2025-01-20,16.0,Unauthorized leave 
186664,,,,,
186666,0.5,2025-01-09,2025-01-09,1.0,Annual Leave
186667,,,,,
186668,,,,,
186669,,,,,
186670,,,,,
186671,,,,,
186672,1.0,2024-12-24,2024-12-24,1.0,Annual Leave
186673,,,,,
186674,,,,,
186675,,,,,
186676,,,,,
186677,1.0,2025-01-09,2025-01-09,16.0,Unauthorized leave 
186677,1.0,2025-01-10,2025-01-10,16.0,Unauthorized leave 
186677,1.0,2025-01-03,2025-01-03,16.0,Unauthorized leave 
186677,1.0,2025-01-08,2025-01-08,16.0,Unauthorized leave 
186677,0.5,2024-12-26,2024-12-26,13.0,No Pay Leave
186679,,,,,
186680,1.0,2025-01-09,2025-01-09,3.0,H-Apparel Special Leave
186680,1.0,2025-01-10,2025-01-10,3.0,H-Apparel Special Leave
186680,1.0,2025-01-15,2025-01-15,3.0,H-Apparel Special Leave
186680,1.0,2025-01-16,2025-01-16,3.0,H-Apparel Special Leave
186680,1.0,2025-01-17,2025-01-17,3.0,H-Apparel Special Leave
186681,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
186684,,,,,
186685,,,,,
186687,1.0,2025-01-20,2025-01-20,1.0,Annual Leave
186688,,,,,
186689,1.0,2024-12-31,2024-12-31,13.0,No Pay Leave
186691,,,,,
186692,,,,,
186693,,,,,
186695,,,,,
186696,,,,,
186697,,,,,
186698,,,,,
186699,,,,,
186701,,,,,
186702,1.0,2024-12-23,2024-12-23,1.0,Annual Leave
186702,1.0,2024-12-26,2024-12-26,1.0,Annual Leave
186702,1.0,2025-01-16,2025-01-16,1.0,Annual Leave
186702,1.0,2025-01-17,2025-01-17,1.0,Annual Leave
186703,,,,,
186704,,,,,
186705,,,,,
186706,,,,,
186707,,,,,
186708,,,,,
186709,1.0,2025-01-03,2025-01-03,16.0,Unauthorized leave 
186709,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
186711,,,,,
186712,,,,,
186713,,,,,
186716,1.0,2024-12-30,2024-12-30,13.0,No Pay Leave
186717,,,,,
186718,,,,,
186719,,,,,
186720,,,,,
186721,,,,,
186722,,,,,
186724,,,,,
186725,,,,,
186726,,,,,
186727,,,,,
186729,,,,,
186730,,,,,
186732,1.0,2024-12-27,2024-12-27,16.0,Unauthorized leave 
186732,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
186732,1.0,2024-12-26,2024-12-26,16.0,Unauthorized leave 
186732,1.0,2024-12-23,2024-12-23,13.0,No Pay Leave
186732,1.0,2024-12-24,2024-12-24,16.0,Unauthorized leave 
186732,1.0,2025-01-10,2025-01-10,16.0,Unauthorized leave 
186732,1.0,2025-01-16,2025-01-16,16.0,Unauthorized leave 
186733,,,,,
186734,,,,,
186735,,,,,
186736,,,,,
186737,,,,,
186738,,,,,
186739,,,,,
186740,,,,,
186742,,,,,
186743,84.0,2024-12-21,2025-04-04,5.0,Maternity Leave
186744,1.0,2024-12-23,2024-12-23,16.0,Unauthorized leave 
186748,1.0,2024-12-23,2024-12-23,16.0,Unauthorized leave 
186750,,,,,
186751,,,,,
186752,84.0,2024-12-21,2025-04-04,5.0,Maternity Leave
186753,,,,,
186755,1.0,2025-01-15,2025-01-15,16.0,Unauthorized leave 
186756,,,,,
186759,,,,,
186760,1.0,2024-12-31,2024-12-31,13.0,No Pay Leave
186762,,,,,
186763,,,,,
186764,1.0,2025-01-20,2025-01-20,1.0,Annual Leave
186765,,,,,
186766,,,,,
186767,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
186767,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
186770,1.0,2025-01-20,2025-01-20,1.0,Annual Leave
186770,0.5,2025-01-10,2025-01-10,1.0,Annual Leave
186771,,,,,
186772,,,,,
186773,,,,,
186774,,,,,
186775,,,,,
186776,1.0,2024-12-31,2024-12-31,1.0,Annual Leave
186777,1.0,2024-12-27,2024-12-27,16.0,Unauthorized leave 
186777,1.0,2024-12-26,2024-12-26,16.0,Unauthorized leave 
186778,,,,,
186779,,,,,
186780,,,,,
186781,,,,,
186782,,,,,
186783,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
186783,1.0,2025-01-16,2025-01-16,1.0,Annual Leave
186784,,,,,
186785,,,,,
186786,1.0,2025-01-01,2025-01-01,16.0,Unauthorized leave 
186787,,,,,
186788,,,,,
186789,,,,,
186790,1.0,2024-12-26,2024-12-26,1.0,Annual Leave
186791,,,,,
186792,1.0,2024-12-30,2024-12-30,1.0,Annual Leave
186793,1.0,2024-12-26,2024-12-26,13.0,No Pay Leave
186793,1.0,2024-12-27,2024-12-27,13.0,No Pay Leave
186793,1.0,2024-12-24,2024-12-24,16.0,Unauthorized leave 
186794,,,,,
186795,,,,,
186797,,,,,
186798,1.0,2024-12-24,2024-12-24,16.0,Unauthorized leave 
186799,1.0,2025-01-21,2025-01-21,16.0,Unauthorized leave 
186799,1.0,2024-12-21,2024-12-21,16.0,Unauthorized leave 
186802,,,,,
186803,1.0,2024-12-23,2024-12-23,1.0,Annual Leave
186804,,,,,
186805,,,,,
186807,,,,,
186808,,,,,
186809,,,,,
186810,1.0,2024-12-26,2024-12-26,16.0,Unauthorized leave 
186810,1.0,2024-12-24,2024-12-24,16.0,Unauthorized leave 
186810,1.0,2024-12-23,2024-12-23,16.0,Unauthorized leave 
186810,1.0,2025-01-02,2025-01-02,16.0,Unauthorized leave 
186810,1.0,2024-12-27,2024-12-27,16.0,Unauthorized leave 
186810,1.0,2024-12-30,2024-12-30,16.0,Unauthorized leave 
186810,1.0,2025-01-08,2025-01-08,16.0,Unauthorized leave 
186810,1.0,2025-01-20,2025-01-20,16.0,Unauthorized leave 
186810,1.0,2025-01-06,2025-01-06,16.0,Unauthorized leave 
186811,,,,,
186812,,,,,
186813,,,,,
186816,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
186817,1.0,2024-12-24,2024-12-24,16.0,Unauthorized leave 
186817,1.0,2024-12-23,2024-12-23,16.0,Unauthorized leave 
186817,1.0,2024-12-26,2024-12-26,16.0,Unauthorized leave 
186817,1.0,2024-12-27,2024-12-27,16.0,Unauthorized leave 
186818,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
186818,1.0,2025-01-20,2025-01-20,1.0,Annual Leave
186819,,,,,
186820,,,,,
186821,,,,,
186822,1.0,2025-01-07,2025-01-07,1.0,Annual Leave
186823,,,,,
186824,,,,,
186825,1.0,2024-12-26,2024-12-26,13.0,No Pay Leave
186825,1.0,2024-12-27,2024-12-27,13.0,No Pay Leave
186827,,,,,
186828,,,,,
186829,,,,,
186830,1.0,2024-12-27,2024-12-27,16.0,Unauthorized leave 
186830,0.5,2024-12-24,2024-12-24,13.0,No Pay Leave
186831,1.0,2024-12-23,2024-12-23,16.0,Unauthorized leave 
186832,,,,,
186833,,,,,
186834,6.0,2024-12-21,2024-12-31,13.0,No Pay Leave
186834,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
186834,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
186834,1.0,2025-01-01,2025-01-01,1.0,Annual Leave
186835,,,,,
186836,,,,,
186837,1.0,2025-01-06,2025-01-06,1.0,Annual Leave
186837,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
186837,1.0,2025-01-07,2025-01-07,1.0,Annual Leave
186837,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
186837,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
186839,,,,,
186842,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
186842,1.0,2024-12-30,2024-12-30,16.0,Unauthorized leave 
186844,,,,,
186845,,,,,
186846,,,,,
186847,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
186847,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
186848,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
186849,,,,,
186850,,,,,
186851,1.0,2025-01-17,2025-01-17,1.0,Annual Leave
186851,1.0,2025-01-16,2025-01-16,1.0,Annual Leave
186851,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
186851,1.0,2025-01-20,2025-01-20,1.0,Annual Leave
186853,,,,,
186854,1.0,2024-12-26,2024-12-26,1.0,Annual Leave
186854,1.0,2024-12-27,2024-12-27,1.0,Annual Leave
186855,,,,,
186857,,,,,
186858,,,,,
186860,,,,,
186861,,,,,
186863,,,,,
186865,,,,,
186866,,,,,
186867,,,,,
186868,1.0,2025-01-10,2025-01-10,16.0,Unauthorized leave 
186869,1.0,2025-01-16,2025-01-16,1.0,Annual Leave
186870,,,,,
186871,1.0,2024-12-23,2024-12-23,13.0,No Pay Leave
186872,,,,,
186873,1.0,2025-01-02,2025-01-02,16.0,Unauthorized leave 
186873,1.0,2025-01-15,2025-01-15,16.0,Unauthorized leave 
186874,,,,,
186875,,,,,
186876,,,,,
186877,,,,,
186879,,,,,
186880,,,,,
186881,,,,,
186882,,,,,
186884,,,,,
186885,,,,,
186887,,,,,
186888,,,,,
186891,,,,,
186892,,,,,
186893,1.0,2024-12-30,2024-12-30,13.0,No Pay Leave
186893,1.0,2025-01-06,2025-01-06,1.0,Annual Leave
186893,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
186893,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
186894,,,,,
186895,,,,,
186897,1.0,2025-01-10,2025-01-10,16.0,Unauthorized leave 
186898,,,,,
186899,,,,,
186900,,,,,
186901,,,,,
186902,,,,,
186903,,,,,
186904,,,,,
186905,1.0,2024-12-26,2024-12-26,13.0,No Pay Leave
186906,1.0,2025-01-15,2025-01-15,16.0,Unauthorized leave 
186907,,,,,
186908,0.5,2025-02-06,2025-02-06,1.0,Annual Leave
186908,0.5,2025-01-16,2025-01-16,1.0,Annual Leave
186910,,,,,
186911,1.0,2024-12-21,2024-12-21,16.0,Unauthorized leave 
186911,1.0,2025-01-21,2025-01-21,16.0,Unauthorized leave 
186912,1.0,2024-12-31,2024-12-31,1.0,Annual Leave
186913,,,,,
186914,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
186914,0.5,2025-01-20,2025-01-20,1.0,Annual Leave
186915,1.0,2024-12-23,2024-12-23,16.0,Unauthorized leave 
186916,,,,,
186917,,,,,
186918,,,,,
186919,1.0,2025-01-06,2025-01-06,1.0,Annual Leave
186920,,,,,
186921,3.0,2025-01-16,2025-01-20,1.0,Annual Leave
186923,,,,,
186924,,,,,
186925,1.0,2025-01-20,2025-01-20,16.0,Unauthorized leave 
186925,1.0,2025-01-11,2025-01-11,16.0,Unauthorized leave 
186925,1.0,2025-01-18,2025-01-18,16.0,Unauthorized leave 
186925,1.0,2025-01-15,2025-01-15,16.0,Unauthorized leave 
186925,1.0,2025-01-10,2025-01-10,16.0,Unauthorized leave 
186925,1.0,2025-01-17,2025-01-17,16.0,Unauthorized leave 
186925,1.0,2025-01-16,2025-01-16,16.0,Unauthorized leave 
186925,1.0,2025-01-02,2025-01-02,16.0,Unauthorized leave 
186925,1.0,2025-01-01,2025-01-01,16.0,Unauthorized leave 
186925,1.0,2024-12-31,2024-12-31,16.0,Unauthorized leave 
186925,1.0,2025-01-03,2025-01-03,16.0,Unauthorized leave 
186925,1.0,2025-01-06,2025-01-06,16.0,Unauthorized leave 
186925,1.0,2025-01-09,2025-01-09,16.0,Unauthorized leave 
186925,1.0,2025-01-07,2025-01-07,16.0,Unauthorized leave 
186925,1.0,2025-01-08,2025-01-08,16.0,Unauthorized leave 
186925,1.0,2024-12-23,2024-12-23,13.0,No Pay Leave
186926,,,,,
186928,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
186928,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
186929,,,,,
186931,,,,,
186932,,,,,
186933,,,,,
186934,,,,,
186935,,,,,
186936,,,,,
186937,,,,,
186938,,,,,
186940,,,,,
186942,,,,,
186943,1.0,2025-01-06,2025-01-06,1.0,Annual Leave
186944,1.0,2024-12-24,2024-12-24,1.0,Annual Leave
186944,1.0,2024-12-27,2024-12-27,1.0,Annual Leave
186944,1.0,2024-12-26,2024-12-26,1.0,Annual Leave
186947,,,,,
186948,,,,,
186950,,,,,
186951,,,,,
186953,,,,,
186955,,,,,
186957,,,,,
186959,,,,,
186960,,,,,
186961,,,,,
186962,,,,,
186963,,,,,
186964,,,,,
186965,,,,,
186966,,,,,
186967,1.0,2025-01-10,2025-01-10,16.0,Unauthorized leave 
186967,1.0,2025-01-08,2025-01-08,16.0,Unauthorized leave 
186967,1.0,2025-01-07,2025-01-07,16.0,Unauthorized leave 
186967,1.0,2025-01-20,2025-01-20,16.0,Unauthorized leave 
186968,,,,,
186969,,,,,
186970,,,,,
186972,1.0,2024-12-26,2024-12-26,1.0,Annual Leave
186972,1.0,2024-12-27,2024-12-27,1.0,Annual Leave
186972,1.0,2024-12-24,2024-12-24,1.0,Annual Leave
186972,1.0,2024-12-23,2024-12-23,1.0,Annual Leave
186973,,,,,
186974,1.0,2024-12-31,2024-12-31,16.0,Unauthorized leave 
186974,0.5,2024-12-27,2024-12-27,13.0,No Pay Leave
186975,1.0,2025-01-17,2025-01-17,3.0,H-Apparel Special Leave
186975,1.0,2025-01-15,2025-01-15,3.0,H-Apparel Special Leave
186975,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
186976,,,,,
186977,,,,,
186978,,,,,
186979,,,,,
186980,,,,,
186981,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
186982,,,,,
186983,1.0,2025-01-16,2025-01-16,1.0,Annual Leave
186983,1.0,2025-01-08,2025-01-08,16.0,Unauthorized leave 
186984,,,,,
186985,1.0,2024-12-24,2024-12-24,1.0,Annual Leave
186986,,,,,
186987,0.5,2025-01-16,2025-01-16,1.0,Annual Leave
186988,,,,,
186991,,,,,
186992,,,,,
186993,,,,,
186994,,,,,
186995,,,,,
186996,,,,,
186997,1.0,2024-12-24,2024-12-24,13.0,No Pay Leave
186998,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
186999,,,,,
187000,,,,,
187001,,,,,
187003,,,,,
187004,,,,,
187005,1.0,2024-12-27,2024-12-27,13.0,No Pay Leave
187006,1.0,2025-01-07,2025-01-07,1.0,Annual Leave
187007,,,,,
187008,,,,,
187009,1.0,2024-12-24,2024-12-24,13.0,No Pay Leave
187009,1.0,2024-12-26,2024-12-26,13.0,No Pay Leave
187009,1.0,2024-12-27,2024-12-27,13.0,No Pay Leave
187009,1.0,2024-12-30,2024-12-30,13.0,No Pay Leave
187009,1.0,2024-12-31,2024-12-31,13.0,No Pay Leave
187009,1.0,2025-01-01,2025-01-01,1.0,Annual Leave
187009,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
187009,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
187009,1.0,2025-01-06,2025-01-06,1.0,Annual Leave
187009,1.0,2025-01-17,2025-01-17,13.0,No Pay Leave
187009,1.0,2025-01-15,2025-01-15,13.0,No Pay Leave
187009,1.0,2025-01-16,2025-01-16,13.0,No Pay Leave
187009,1.0,2025-01-10,2025-01-10,13.0,No Pay Leave
187009,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
187009,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
187009,1.0,2025-01-07,2025-01-07,1.0,Annual Leave
187010,,,,,
187012,,,,,
187013,,,,,
187014,,,,,
187015,,,,,
187016,,,,,
187018,,,,,
187019,1.0,2025-01-16,2025-01-16,1.0,Annual Leave
187021,1.0,2024-12-31,2024-12-31,16.0,Unauthorized leave 
187022,,,,,
187026,,,,,
187027,,,,,
187028,,,,,
187029,,,,,
187030,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
187032,1.0,2025-01-17,2025-01-17,16.0,Unauthorized leave 
187035,1.0,2024-12-26,2024-12-26,16.0,Unauthorized leave 
187036,,,,,
187037,,,,,
187038,,,,,
187039,,,,,
187042,,,,,
187044,,,,,
187045,,,,,
187046,,,,,
187047,1.0,2024-12-30,2024-12-30,1.0,Annual Leave
187048,,,,,
187049,,,,,
187050,1.0,2024-12-31,2024-12-31,16.0,Unauthorized leave 
187051,,,,,
187052,,,,,
187053,,,,,
187056,,,,,
187057,,,,,
187058,,,,,
187059,1.0,2024-12-31,2024-12-31,16.0,Unauthorized leave 
187060,,,,,
187061,,,,,
187062,,,,,
187063,,,,,
187064,,,,,
187065,,,,,
187066,1.0,2025-01-20,2025-01-20,16.0,Unauthorized leave 
187067,,,,,
187069,,,,,
187070,,,,,
187072,,,,,
187074,1.0,2025-01-07,2025-01-07,1.0,Annual Leave
187075,,,,,
187076,1.0,2024-12-23,2024-12-23,1.0,Annual Leave
187077,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
187079,,,,,
187080,1.0,2024-12-30,2024-12-30,13.0,No Pay Leave
187081,1.0,2024-12-24,2024-12-24,13.0,No Pay Leave
187082,,,,,
187083,,,,,
187085,1.0,2025-01-20,2025-01-20,1.0,Annual Leave
187087,,,,,
187088,,,,,
187089,,,,,
187091,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
187091,1.0,2025-01-08,2025-01-08,1.0,Annual Leave
187092,1.0,2024-12-31,2024-12-31,13.0,No Pay Leave
187093,,,,,
187094,1.0,2025-01-10,2025-01-10,1.0,Annual Leave
187095,,,,,
187097,,,,,
187099,1.0,2025-01-06,2025-01-06,1.0,Annual Leave
187099,1.0,2025-01-16,2025-01-16,1.0,Annual Leave
187101,,,,,
187102,,,,,
187103,,,,,
187105,,,,,
187106,,,,,
187107,,,,,
187108,,,,,
187109,1.0,2025-01-15,2025-01-15,16.0,Unauthorized leave 
187110,,,,,
187111,,,,,
187112,,,,,
187113,,,,,
187114,,,,,
187115,1.0,2025-01-20,2025-01-20,1.0,Annual Leave
187124,1.0,2024-12-23,2024-12-23,13.0,No Pay Leave
187124,1.0,2024-12-31,2024-12-31,13.0,No Pay Leave
187125,1.0,2025-01-16,2025-01-16,1.0,Annual Leave
187128,,,,,
187129,,,,,
187130,,,,,
187131,1.0,2025-01-01,2025-01-01,16.0,Unauthorized leave 
187132,,,,,
187133,1.0,2025-01-06,2025-01-06,16.0,Unauthorized leave 
187134,1.0,2025-01-15,2025-01-15,1.0,Annual Leave
187134,1.0,2025-01-17,2025-01-17,1.0,Annual Leave
187134,1.0,2025-01-16,2025-01-16,1.0,Annual Leave
187135,,,,,
187137,,,,,
187138,,,,,
187139,,,,,
187140,,,,,
187141,1.0,2025-01-09,2025-01-09,1.0,Annual Leave
187142,,,,,
187143,,,,,
187144,,,,,
187145,,,,,
187148,,,,,
187149,,,,,
187150,1.0,2024-12-30,2024-12-30,1.0,Annual Leave
187150,1.0,2024-12-31,2024-12-31,1.0,Annual Leave
187150,1.0,2025-01-03,2025-01-03,1.0,Annual Leave
187150,1.0,2025-01-01,2025-01-01,1.0,Annual Leave
187150,1.0,2025-01-02,2025-01-02,1.0,Annual Leave
187151,,,,,
187152,84.0,2024-12-21,2025-04-04,5.0,Maternity Leave
187153,,,,,
187154,,,,,
187155,,,,,
187156,,,,,
187157,,,,,
187158,,,,,
187159,,,,,
187161,,,,,
187162,,,,,
187163,,,,,
187164,,,,,
187165,,,,,
187166,,,,,
187167,,,,,
187168,,,,,
187169,,,,,
